newcatc,newcat,velocity,weightpercentw,diametermm,thicknessmm,heightin,craterdiameterfromouteredgesmm,whenbreakupstartsframe,breakuplocation,inflectionpoint,retraction,category,comments,craterdiameterfromouteredgesmmno,rownum,blocknum,pcat1,pcat2,pcat3,pcat4,pcat5,pcatmax,rho,sigma_y,nu,sigma_i,sigma_f,sigma_v,pi1,pi2,pi3,pi4,pi5,pi6,pi7,pi8,,,,_clus_2,splash,predsplash,issplash,newcat1,aaa1,aaa2,aaa3,aaa4,aaa5
Intact Sheet,Intact Sheet,5.09,0.25,0.02,0.00,52,61.80,N,N,N,N,Stuck,,74.20,108,12,0.00,0.01,0.40,0.26,0.33,0.40,"1,000.50",64,0.96,"25,927.05","1,285.74","1,221.74",403.5963976598260000000000000,364.4169801598260000000000000,405.1102096110070000000000000,27.7916666666667000000000000,1.1116666666666700000000000,0.0000003203909409163410000,111.8745192552150000000000000,0.1799100449775110000000000,,,,3,0,0.02,0,Broken or Intact Sheet,0.06,0.12,0.32,0.09,0.41
Splash,Splash,5.09,0.25,0.03,0.00,52,58.30,77,M,N,N,DIS,,69.90,109,13,0.000001,0.00,0.00,0.01,0.99,0.99,"1,000.50",64,0.96,"25,927.05","9,837.93","9,773.93",23629.1220702289000000000000000,23322.6867302289000000000000000,405.1102096110070000000000000,43.4244791666667000000000000,0.0173697916666667000000000,0.0000000006840532903230350,17.4803936336274000000000000,1.1514242878560700000000000,,,,3,1,0.99,1,Splash,0.11,0.18,0.36,0.08,0.28
Splash,Splash,5.09,0.25,0.03,0.00,52,64.70,98,M,N,N,SD,,77.60,110,14,0.000003,0.00,0.01,0.02,0.97,0.97,"1,000.50",64,0.96,"25,927.05","3,321.98","3,257.98",2694.2214166921000000000000000,2591.4096366921000000000000000,405.1102096110070000000000000,43.4244791666667000000000000,0.1563281250000000000000000,0.0000000179980516071652000,52.4411809008821000000000000,0.3838080959520240000000000,,,,3,1,0.96,1,Splash,0.09,0.16,0.36,0.08,0.31
Broken Sheet,Broken Sheet,5.09,0.25,0.03,0.00,52,68.70,130,M,N,N,Fall,,82.40,111,15,0.00,0.00,0.06,0.09,0.85,0.85,"1,000.50",64,0.96,"25,927.05","1,692.99","1,628.99",699.7582991730250000000000000,647.8524091730250000000000000,405.1102096110070000000000000,43.4244791666667000000000000,0.6253125000000000000000000,0.0000001385928145648590000,104.8823618017640000000000000,0.1919040479760120000000000,,,,3,0,0.56,1,Broken or Intact Sheet,0.07,0.13,0.34,0.09,0.37
Intact Sheet,Intact Sheet,5.09,0.25,0.03,0.00,52,71.70,N,N,N,N,Stuck,Small Inflection?,86,112,16,0.00,0.00,0.16,0.20,0.64,0.64,"1,000.50",64,0.96,"25,927.05","1,285.74","1,221.74",403.5963976598260000000000000,364.4169801598260000000000000,405.1102096110070000000000000,43.4244791666667000000000000,1.1116666666666700000000000,0.0000003203909409163410000,139.8431490690190000000000000,0.1439280359820090000000000,,,,3,0,0.13,0,Broken or Intact Sheet,0.06,0.12,0.32,0.09,0.41
Crater,Crater,5.09,1,0.01,0.00,52,23.90,N,N,N,N,Stuck,,28.70,113,1,0.03,0.53,0.43,0.00,0.00,0.53,"1,002",106,2.10,"25,965.92","21,486.47","21,380.47",41088.3371625210000000000000000,40683.9319964833000000000000000,244.9615524495740000000000000,2.4084353741496600000000000,0.0060210884353741500000000,0.0000000004925746400237060,1.8847509223680600000000000,8.3041464241328700000000000,,,,2,0,0.02,0,Crater,0.11,0.18,0.37,0.08,0.27
Crater,Crater,5.09,1,0.01,0.00,52,23.90,N,N,N,Y,Stuck,Tiny retraction,28.70,114,2,0.10,0.70,0.19,0.00,0.00,0.70,"1,002",106,2.10,"25,965.92","7,232.82","7,126.82",4655.9052771773900000000000000,4520.4368884981400000000000000,244.9615524495740000000000000,2.4084353741496600000000000,0.0541897959183673000000000,0.0000000130409050541968000,5.6542527671041700000000000,2.7680488080442900000000000,,,,2,0,0.01,0,Crater,0.10,0.17,0.36,0.08,0.28
Crater,Crater,5.09,1,0.01,0.00,52,23.30,N,N,N,Y,Stuck,Flat,28,115,3,0.39,0.57,0.04,0.00,0.00,0.57,"1,002",106,2.10,"25,965.92","3,669.41","3,563.41",1198.3434164641600000000000000,1130.1092221245400000000000000,244.9615524495740000000000000,2.4084353741496600000000000,0.2167591836734690000000000,0.0000001013352563660870000,11.3085055342083000000000000,1.3840244040221400000000000,,,,2,0,0.00,0,Crater,0.09,0.16,0.36,0.08,0.31
Crater,Crater,5.09,1,0.01,0.00,52,30.80,N,N,N,Y,Stuck,Flat,37,116,4,0.68,0.31,0.01,0.00,0.00,0.68,"1,002",106,2.10,"25,965.92","2,778.56","2,672.56",687.1120831997690000000000000,635.6864374450520000000000000,244.9615524495740000000000000,2.4084353741496600000000000,0.3853496598639460000000000,0.0000002356421711316900000,15.0780073789444000000000000,1.0380183030166100000000000,,,,2,0,0.00,0,Crater,0.09,0.15,0.35,0.08,0.32
Intact Sheet,Intact Sheet,5.09,1,0.02,0.00,52,40.20,N,N,N,N,Stuck,,48.20,117,5,0.01,0.26,0.71,0.02,0.01,0.71,"1,002",106,2.10,"25,965.92","21,486.47","21,380.47",41088.3371625210000000000000000,40683.9319964833000000000000000,244.9615524495740000000000000,5.4189795918367300000000000,0.0060210884353741500000000,0.0000000004925746400237060,2.8271263835520800000000000,5.5360976160885800000000000,,,,3,0,0.05,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.27
Crater,Crater,5.09,1,0.02,0.00,52,40.20,N,N,N,Y,Stuck,Tiny retraction,48.20,118,6,0.03,0.51,0.45,0.01,0.00,0.51,"1,002",106,2.10,"25,965.92","7,232.82","7,126.82",4655.9052771773900000000000000,4520.4368884981400000000000000,244.9615524495740000000000000,5.4189795918367300000000000,0.0541897959183673000000000,0.0000000130409050541968000,8.4813791506562500000000000,1.8453658720295300000000000,,,,3,0,0.02,0,Crater,0.10,0.17,0.36,0.08,0.28
Crater,Crater,5.09,1,0.02,0.00,52,37.30,N,N,N,Y,Stuck,Fill back,44.70,119,7,0.16,0.72,0.13,0.00,0.00,0.72,"1,002",106,2.10,"25,965.92","3,669.41","3,563.41",1198.3434164641600000000000000,1130.1092221245400000000000000,244.9615524495740000000000000,5.4189795918367300000000000,0.2167591836734690000000000,0.0000001013352563660870000,16.9627583013125000000000000,0.9226829360147630000000000,,,,3,0,0.01,0,Crater,0.09,0.16,0.36,0.08,0.31
Crater,Crater,5.09,1,0.02,0.00,52,36.20,N,N,N,Y,Stuck,Fill back,43.40,120,8,0.37,0.58,0.04,0.00,0.00,0.58,"1,002",106,2.10,"25,965.92","2,778.56","2,672.56",687.1120831997690000000000000,635.6864374450520000000000000,244.9615524495740000000000000,5.4189795918367300000000000,0.3853496598639460000000000,0.0000002356421711316900000,22.6170110684167000000000000,0.6920122020110720000000000,,,,3,0,0.00,0,Crater,0.09,0.15,0.35,0.08,0.32
Intact Sheet,Intact Sheet,5.09,1,0.02,0.00,52,54.80,N,N,N,Y,Stuck,Tiny retraction,65.70,121,9,0.00,0.09,0.82,0.05,0.03,0.82,"1,002",106,2.10,"25,965.92","21,486.47","21,380.47",41088.3371625210000000000000000,40683.9319964833000000000000000,244.9615524495740000000000000,9.6337414965986400000000000,0.0060210884353741500000000,0.0000000004925746400237060,3.7695018447361100000000000,4.1520732120664300000000000,,,,3,0,0.12,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.27
Intact Sheet,Intact Sheet,5.09,1,0.02,0.00,52,61.20,N,N,N,N,Stuck,,73.40,122,10,0.01,0.24,0.72,0.02,0.01,0.72,"1,002",106,2.10,"25,965.92","7,232.82","7,126.82",4655.9052771773900000000000000,4520.4368884981400000000000000,244.9615524495740000000000000,9.6337414965986400000000000,0.0541897959183673000000000,0.0000000130409050541968000,11.3085055342083000000000000,1.3840244040221400000000000,,,,3,0,0.06,0,Broken or Intact Sheet,0.10,0.17,0.36,0.08,0.28
Intact Sheet,Intact Sheet,5.09,1,0.02,0.00,52,57.70,N,N,N,N,Stuck,,69.20,123,11,0.05,0.61,0.34,0.00,0.00,0.61,"1,002",106,2.10,"25,965.92","3,669.41","3,563.41",1198.3434164641600000000000000,1130.1092221245400000000000000,244.9615524495740000000000000,9.6337414965986400000000000,0.2167591836734690000000000,0.0000001013352563660870000,22.6170110684167000000000000,0.6920122020110720000000000,,,,3,0,0.02,0,Broken or Intact Sheet,0.09,0.16,0.36,0.08,0.31
Intact Sheet,Intact Sheet,5.09,1,0.02,0.00,52,56.50,N,N,N,N,Stuck,,67.80,124,12,0.15,0.72,0.14,0.00,0.00,0.72,"1,002",106,2.10,"25,965.92","2,778.56","2,672.56",687.1120831997690000000000000,635.6864374450520000000000000,244.9615524495740000000000000,9.6337414965986400000000000,0.3853496598639460000000000,0.0000002356421711316900000,30.1560147578889000000000000,0.5190091515083040000000000,,,,3,0,0.01,0,Broken or Intact Sheet,0.09,0.15,0.35,0.08,0.32
Intact Sheet,Intact Sheet,5.09,1,0.03,0.00,52,73.90,N,N,N,Y,Stuck,Tiny retraction,88.70,125,13,0.00,0.03,0.73,0.14,0.10,0.73,"1,002",106,2.10,"25,965.92","21,486.47","21,380.47",41088.3371625210000000000000000,40683.9319964833000000000000000,244.9615524495740000000000000,15.0527210884354000000000000,0.0060210884353741500000000,0.0000000004925746400237060,4.7118773059201400000000000,3.3216585696531500000000000,,,,3,0,0.26,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.27
Intact Sheet,Intact Sheet,5.09,1,0.03,0.00,52,79.30,N,N,N,N,Stuck,,95.10,126,14,0.00,0.08,0.82,0.06,0.03,0.82,"1,002",106,2.10,"25,965.92","7,232.82","7,126.82",4655.9052771773900000000000000,4520.4368884981400000000000000,244.9615524495740000000000000,15.0527210884354000000000000,0.0541897959183673000000000,0.0000000130409050541968000,14.1356319177604000000000000,1.1072195232177200000000000,,,,3,0,0.14,0,Broken or Intact Sheet,0.10,0.17,0.36,0.08,0.28
Intact Sheet,Intact Sheet,5.09,1,0.03,0.00,52,73.40,N,N,N,N,Stuck,,88.10,127,15,0.01,0.34,0.63,0.01,0.01,0.63,"1,002",106,2.10,"25,965.92","3,669.41","3,563.41",1198.3434164641600000000000000,1130.1092221245400000000000000,244.9615524495740000000000000,15.0527210884354000000000000,0.2167591836734690000000000,0.0000001013352563660870000,28.2712638355208000000000000,0.5536097616088580000000000,,,,3,0,0.04,0,Broken or Intact Sheet,0.09,0.16,0.36,0.08,0.31
Intact Sheet,Intact Sheet,5.09,1,0.03,0.00,52,71.60,N,N,N,N,Stuck,,85.90,128,16,0.05,0.59,0.36,0.00,0.00,0.59,"1,002",106,2.10,"25,965.92","2,778.56","2,672.56",687.1120831997690000000000000,635.6864374450520000000000000,244.9615524495740000000000000,15.0527210884354000000000000,0.3853496598639460000000000,0.0000002356421711316900000,37.6950184473611000000000000,0.4152073212066430000000000,,,,3,0,0.02,0,Broken or Intact Sheet,0.09,0.15,0.35,0.08,0.32
Splash,Splash,3.80,0.10,0.01,0.00,29,49.80,95,B,N,N,BUP,Changed calibration,59.80,129,1,0.00,0.00,0.23,0.23,0.53,0.53,"1,000.20",13,0.23,"14,454.98","1,761.73","1,748.73",18365.0808301839000000000000000,18095.0451806455000000000000000,1111.9217129766600000000000000,24.5795841209830000000000000,0.0614489603024575000000000,0.0000000003640433556995340,40.9809140031021000000000000,0.8136834171627210000000000,,,,4,1,1.00,1,Splash,0.09,0.16,0.36,0.08,0.32
Broken Sheet,Broken Sheet,3.80,0.10,0.01,0.00,29,41.30,N,N,N,Sheet,Fall,Sheet Retraction,49.60,130,2,0.00,0.01,0.49,0.24,0.26,0.49,"1,000.20",13,0.23,"14,454.98",595.91,582.91,2101.2391254734300000000000000,2010.5605756272800000000000000,1111.9217129766600000000000000,24.5795841209830000000000000,0.5530406427221170000000000,0.0000000095453471792844900,122.9427420093060000000000000,0.2712278057209070000000000,,,,4,0,0.93,1,Broken or Intact Sheet,0.05,0.10,0.31,0.09,0.44
Intact Sheet,Intact Sheet,3.80,0.10,0.01,0.00,29,48.80,N,N,N,N,Stick,,58.50,131,3,0.00,0.05,0.80,0.09,0.06,0.80,"1,000.20",13,0.23,"14,454.98",304.46,291.46,548.4794188298960000000000000,502.6401439068190000000000000,1111.9217129766600000000000000,24.5795841209830000000000000,2.2121625708884700000000000,0.0000000731369538063213000,245.8854840186120000000000000,0.1356139028604540000000000,,,,4,0,0.00,0,Broken or Intact Sheet,0.03,0.05,0.21,0.08,0.64
Intact Sheet,Intact Sheet,3.80,0.10,0.01,0.00,29,52.30,N,N,N,N,Stick,,62.80,132,4,0.00,0.14,0.80,0.03,0.02,0.80,"1,000.20",13,0.23,"14,454.98",231.59,218.59,317.3645371398930000000000000,282.7350809475860000000000000,1111.9217129766600000000000000,24.5795841209830000000000000,3.9327334593572800000000000,0.0000001685301253470880000,327.8473120248170000000000000,0.1017104271453400000000000,,,,4,0,0.000002,0,Broken or Intact Sheet,0.02,0.03,0.14,0.06,0.75
Splash,Splash,3.80,0.10,0.02,0.00,29,67.30,101,B,N,N,BUP,,80.80,133,5,0.00,0.00,0.08,0.12,0.80,0.80,"1,000.20",13,0.23,"14,454.98","1,761.73","1,748.73",18365.0808301839000000000000000,18095.0451806455000000000000000,1111.9217129766600000000000000,55.3040642722117000000000000,0.0614489603024575000000000,0.0000000003640433556995340,61.4713710046531000000000000,0.5424556114418140000000000,,,,5,1,1.00,1,Splash,0.09,0.16,0.36,0.08,0.32
Splash,Splash,3.80,0.10,0.02,0.00,29,66.70,123,M,N,N,SD,,80,134,6,0.00,0.00,0.22,0.23,0.55,0.55,"1,000.20",13,0.23,"14,454.98",595.91,582.91,2101.2391254734300000000000000,2010.5605756272800000000000000,1111.9217129766600000000000000,55.3040642722117000000000000,0.5530406427221170000000000,0.0000000095453471792844900,184.4141130139590000000000000,0.1808185371472710000000000,,,,5,1,1.00,1,Splash,0.05,0.10,0.31,0.09,0.44
Broken Sheet,Broken Sheet,3.80,0.10,0.02,0.00,29,72.70,182,M,N,N,Fall,,87.20,135,7,0.00,0.01,0.60,0.20,0.18,0.60,"1,000.20",13,0.23,"14,454.98",304.46,291.46,548.4794188298960000000000000,502.6401439068190000000000000,1111.9217129766600000000000000,55.3040642722117000000000000,2.2121625708884700000000000,0.0000000731369538063213000,368.8282260279190000000000000,0.0904092685736357000000000,,,,5,0,0.75,1,Broken or Intact Sheet,0.03,0.05,0.21,0.08,0.64
Intact Sheet,Intact Sheet,3.80,0.10,0.02,0.00,29,70.20,T,T,N,N,Fall,,84.20,136,8,0.00,0.05,0.79,0.10,0.06,0.79,"1,000.20",13,0.23,"14,454.98",231.59,218.59,317.3645371398930000000000000,282.7350809475860000000000000,1111.9217129766600000000000000,55.3040642722117000000000000,3.9327334593572800000000000,0.0000001685301253470880000,491.7709680372250000000000000,0.0678069514302268000000000,,,,5,0,0.00,0,Broken or Intact Sheet,0.02,0.03,0.14,0.06,0.75
Splash,Splash,3.80,0.10,0.02,0.00,29,58.20,106,B,N,N,BUP,Sideways Droplet,69.80,137,9,0.000006,0.00,0.02,0.04,0.93,0.93,"1,000.20",13,0.23,"14,454.98","1,761.73","1,748.73",18365.0808301839000000000000000,18095.0451806455000000000000000,1111.9217129766600000000000000,98.3183364839320000000000000,0.0614489603024575000000000,0.0000000003640433556995340,81.9618280062041000000000000,0.4068417085813610000000000,,,,1,1,1,1,Splash,0.09,0.16,0.36,0.08,0.32
Splash,Splash,3.80,0.10,0.02,0.00,29,86.60,158,B,N,N,BUP,,103.90,138,10,0.00,0.00,0.07,0.11,0.81,0.81,"1,000.20",13,0.23,"14,454.98",595.91,582.91,2101.2391254734300000000000000,2010.5605756272800000000000000,1111.9217129766600000000000000,98.3183364839320000000000000,0.5530406427221170000000000,0.0000000095453471792844900,245.8854840186120000000000000,0.1356139028604540000000000,,,,1,1,1.00,1,Splash,0.05,0.10,0.31,0.09,0.44
Splash,Splash,3.80,0.10,0.02,0.00,29,81.10,Prob,M,Y,N,Fall,"Rising Silo, Hit edge",97.30,139,11,0.00,0.00,0.31,0.26,0.43,0.43,"1,000.20",13,0.23,"14,454.98",304.46,291.46,548.4794188298960000000000000,502.6401439068190000000000000,1111.9217129766600000000000000,98.3183364839320000000000000,2.2121625708884700000000000,0.0000000731369538063213000,491.7709680372250000000000000,0.0678069514302268000000000,,,,1,1,1.00,1,Splash,0.03,0.05,0.21,0.08,0.64
Intact Sheet,Intact Sheet,3.80,0.10,0.02,0.00,29,82.60,"3,247",T,N,N,Fall,Hit Edge,99.10,140,12,0.00,0.01,0.59,0.21,0.19,0.59,"1,000.20",13,0.23,"14,454.98",231.59,218.59,317.3645371398930000000000000,282.7350809475860000000000000,1111.9217129766600000000000000,98.3183364839320000000000000,3.9327334593572800000000000,0.0000001685301253470880000,655.6946240496330000000000000,0.0508552135726701000000000,,,,1,0,0.70,1,Broken or Intact Sheet,0.02,0.03,0.14,0.06,0.75
Splash,Splash,3.80,0.10,0.03,0.00,29,77.20,119,B,N,N,BUP,Spreading Outwards,92.60,141,13,0.000002,0.00,0.01,0.01,0.98,0.98,"1,000.20",13,0.23,"14,454.98","1,761.73","1,748.73",18365.0808301839000000000000000,18095.0451806455000000000000000,1111.9217129766600000000000000,153.6224007561440000000000000,0.0614489603024575000000000,0.0000000003640433556995340,102.4522850077550000000000000,0.3254733668650890000000000,,,,2,1,1,1,Splash,0.09,0.16,0.36,0.08,0.32
Splash,Splash,3.80,0.10,0.03,0.00,29,81.60,174,B,N,N,BUP,,97.90,142,14,0.000006,0.00,0.02,0.04,0.94,0.94,"1,000.20",13,0.23,"14,454.98",595.91,582.91,2101.2391254734300000000000000,2010.5605756272800000000000000,1111.9217129766600000000000000,153.6224007561440000000000000,0.5530406427221170000000000,0.0000000095453471792844900,307.3568550232650000000000000,0.1084911222883630000000000,,,,2,1,1,1,Splash,0.05,0.10,0.31,0.09,0.44
Splash,Splash,3.80,0.10,0.03,0.00,29,110.60,Prob,T,N,N,Fall,Hit Edge,132.70,143,15,0.00,0.00,0.11,0.16,0.73,0.73,"1,000.20",13,0.23,"14,454.98",304.46,291.46,548.4794188298960000000000000,502.6401439068190000000000000,1111.9217129766600000000000000,153.6224007561440000000000000,2.2121625708884700000000000,0.0000000731369538063213000,614.7137100465310000000000000,0.0542455611441814000000000,,,,2,1,1.00,1,Splash,0.03,0.05,0.21,0.08,0.64
Splash,Splash,3.80,0.10,0.03,0.00,29,107.40,224,M,Y,N,Fall,Hit Edge,128.90,144,16,0.00,0.00,0.29,0.25,0.45,0.45,"1,000.20",13,0.23,"14,454.98",231.59,218.59,317.3645371398930000000000000,282.7350809475860000000000000,1111.9217129766600000000000000,153.6224007561440000000000000,3.9327334593572800000000000,0.0000001685301253470880000,819.6182800620410000000000000,0.0406841708581361000000000,,,,2,1,1.00,1,Splash,0.02,0.03,0.14,0.06,0.75
Splash,Splash,3.80,0.15,0.01,0.00,29,21,94,B,N,N,BUP,,25.20,145,1,0.00,0.00,0.32,0.26,0.42,0.42,"1,000.30",33,0.49,"14,456.43","3,758.56","3,725.56",12972.2359040675000000000000000,12745.4444564312000000000000000,438.0735599358060000000000000,13.7483965014577000000000000,0.0343709912536443000000000,0.0000000015586931535793300,14.3878391504845000000000000,1.4547151006213300000000000,,,,5,1,0.29,0,Splash,0.10,0.17,0.36,0.08,0.28
Broken Sheet,Broken Sheet,3.80,0.15,0.01,0.00,29,33.80,N,N,N,Sheet,Stick,,40.50,146,2,0.00,0.01,0.60,0.21,0.18,0.60,"1,000.30",33,0.49,"14,456.43","1,274.85","1,241.85",1492.4243110378100000000000000,1416.1604951590200000000000000,438.0735599358060000000000000,13.7483965014577000000000000,0.3093389212827990000000000,0.0000000406447452123564000,43.1635174514534000000000000,0.4849050335404430000000000,,,,5,0,0.03,0,Broken or Intact Sheet,0.08,0.14,0.35,0.08,0.34
Intact Sheet,Intact Sheet,3.80,0.15,0.01,0.00,29,38.30,N,N,N,N,Stick,,45.90,147,3,0.00,0.08,0.82,0.06,0.04,0.82,"1,000.30",33,0.49,"14,456.43",653.93,620.93,392.6720317291490000000000000,354.0401237897550000000000000,438.0735599358060000000000000,13.7483965014577000000000000,1.2373556851312000000000000,0.0000003089560802369480000,86.3270349029067000000000000,0.2424525167702210000000000,,,,5,0,0.00,0,Broken or Intact Sheet,0.06,0.11,0.32,0.09,0.43
Intact Sheet,Intact Sheet,3.80,0.15,0.01,0.00,29,40.80,N,N,N,N,Stick,,48.90,148,4,0.01,0.21,0.75,0.02,0.01,0.75,"1,000.30",33,0.49,"14,456.43",498.69,465.69,228.3715005862830000000000000,199.1475696317370000000000000,438.0735599358060000000000000,13.7483965014577000000000000,2.1997434402332400000000000,0.0000007083102834943000000,115.1027132038760000000000000,0.1818393875776660000000000,,,,5,0,0.00,0,Broken or Intact Sheet,0.05,0.09,0.29,0.09,0.48
Splash,Splash,3.80,0.15,0.02,0.00,29,44.80,103,B,Y,N,BUP,,53.80,149,5,0.00,0.00,0.12,0.16,0.72,0.72,"1,000.30",33,0.49,"14,456.43","3,758.56","3,725.56",12972.2359040675000000000000000,12745.4444564312000000000000000,438.0735599358060000000000000,30.9338921282799000000000000,0.0343709912536443000000000,0.0000000015586931535793300,21.5817587257267000000000000,0.9698100670808860000000000,,,,1,1,0.95,1,Splash,0.10,0.17,0.36,0.08,0.28
Splash,Splash,3.80,0.15,0.02,0.00,29,50.30,129,M,N,N,SD,,60.40,150,6,0.00,0.00,0.30,0.25,0.44,0.44,"1,000.30",33,0.49,"14,456.43","1,274.85","1,241.85",1492.4243110378100000000000000,1416.1604951590200000000000000,438.0735599358060000000000000,30.9338921282799000000000000,0.3093389212827990000000000,0.0000000406447452123564000,64.7452761771800000000000000,0.3232700223602950000000000,,,,1,1,0.58,1,Splash,0.08,0.14,0.35,0.08,0.34
Broken Sheet,Broken Sheet,3.80,0.15,0.02,0.00,29,51.80,204,M,N,Sheet,Fall,,62.20,151,7,0.00,0.02,0.70,0.16,0.12,0.70,"1,000.30",33,0.49,"14,456.43",653.93,620.93,392.6720317291490000000000000,354.0401237897550000000000000,438.0735599358060000000000000,30.9338921282799000000000000,1.2373556851312000000000000,0.0000003089560802369480000,129.4905523543600000000000000,0.1616350111801480000000000,,,,1,0,0.02,0,Broken or Intact Sheet,0.06,0.11,0.32,0.09,0.43
Intact Sheet,Intact Sheet,3.80,0.15,0.02,0.00,29,54.80,N,N,N,N,Stick,,65.80,152,8,0.00,0.07,0.82,0.07,0.04,0.82,"1,000.30",33,0.49,"14,456.43",498.69,465.69,228.3715005862830000000000000,199.1475696317370000000000000,438.0735599358060000000000000,30.9338921282799000000000000,2.1997434402332400000000000,0.0000007083102834943000000,172.6540698058130000000000000,0.1212262583851110000000000,,,,1,0,0.00,0,Broken or Intact Sheet,0.05,0.09,0.29,0.09,0.48
Splash,Splash,3.80,0.15,0.02,0.00,29,55.40,101,B,N,N,BUP,,66.50,153,9,0.000010,0.00,0.04,0.06,0.90,0.90,"1,000.30",33,0.49,"14,456.43","3,758.56","3,725.56",12972.2359040675000000000000000,12745.4444564312000000000000000,438.0735599358060000000000000,54.9935860058309000000000000,0.0343709912536443000000000,0.0000000015586931535793300,28.7756783009689000000000000,0.7273575503106640000000000,,,,2,1,1.00,1,Splash,0.10,0.17,0.36,0.08,0.28
Splash,Splash,3.80,0.15,0.02,0.00,29,55.30,128,M,N,N,SD,,66.40,154,10,0.00,0.00,0.11,0.15,0.73,0.73,"1,000.30",33,0.49,"14,456.43","1,274.85","1,241.85",1492.4243110378100000000000000,1416.1604951590200000000000000,438.0735599358060000000000000,54.9935860058309000000000000,0.3093389212827990000000000,0.0000000406447452123564000,86.3270349029067000000000000,0.2424525167702210000000000,,,,2,1,0.97,1,Splash,0.08,0.14,0.35,0.08,0.34
Splash,Splash,3.80,0.15,0.02,0.00,29,67.40,181,M,N,N,Fall,,80.90,155,11,0.00,0.01,0.42,0.26,0.32,0.42,"1,000.30",33,0.49,"14,456.43",653.93,620.93,392.6720317291490000000000000,354.0401237897550000000000000,438.0735599358060000000000000,54.9935860058309000000000000,1.2373556851312000000000000,0.0000003089560802369480000,172.6540698058130000000000000,0.1212262583851110000000000,,,,2,1,0.25,0,Splash,0.06,0.11,0.32,0.09,0.43
Broken Sheet,Broken Sheet,3.80,0.15,0.02,0.00,29,68.50,180,M,N,N,Fall,,82.20,156,12,0.00,0.02,0.68,0.17,0.13,0.68,"1,000.30",33,0.49,"14,456.43",498.69,465.69,228.3715005862830000000000000,199.1475696317370000000000000,438.0735599358060000000000000,54.9935860058309000000000000,2.1997434402332400000000000,0.0000007083102834943000000,230.2054264077510000000000000,0.0909196937888330000000000,,,,2,0,0.01,0,Broken or Intact Sheet,0.05,0.09,0.29,0.09,0.48
Splash,Splash,3.80,0.15,0.03,0.00,29,67.90,120,B,N,N,BUP,,81.50,157,13,0.000003,0.00,0.01,0.02,0.97,0.97,"1,000.30",33,0.49,"14,456.43","3,758.56","3,725.56",12972.2359040675000000000000000,12745.4444564312000000000000000,438.0735599358060000000000000,85.9274781341108000000000000,0.0343709912536443000000000,0.0000000015586931535793300,35.9695978762111000000000000,0.5818860402485320000000000,,,,2,1,1.00,1,Splash,0.10,0.17,0.36,0.08,0.28
Splash,Splash,3.80,0.15,0.03,0.00,29,67,144,M,Y,N,SD,,80.40,158,14,0.000009,0.00,0.03,0.06,0.91,0.91,"1,000.30",33,0.49,"14,456.43","1,274.85","1,241.85",1492.4243110378100000000000000,1416.1604951590200000000000000,438.0735599358060000000000000,85.9274781341108000000000000,0.3093389212827990000000000,0.0000000406447452123564000,107.9087936286330000000000000,0.1939620134161770000000000,,,,2,1,1.00,1,Splash,0.08,0.14,0.35,0.08,0.34
Splash,Splash,3.80,0.15,0.03,0.00,29,78.10,144,M,N,N,Fall,,93.70,159,15,0.00,0.00,0.17,0.20,0.63,0.63,"1,000.30",33,0.49,"14,456.43",653.93,620.93,392.6720317291490000000000000,354.0401237897550000000000000,438.0735599358060000000000000,85.9274781341108000000000000,1.2373556851312000000000000,0.0000003089560802369480000,215.8175872572670000000000000,0.0969810067080886000000000,,,,2,1,0.86,1,Splash,0.06,0.11,0.32,0.09,0.43
Splash,Splash,3.80,0.15,0.03,0.00,29,80.50,136,M,N,N,Fall,,96.60,160,16,0.00,0.01,0.40,0.26,0.34,0.40,"1,000.30",33,0.49,"14,456.43",498.69,465.69,228.3715005862830000000000000,199.1475696317370000000000000,438.0735599358060000000000000,85.9274781341108000000000000,2.1997434402332400000000000,0.0000007083102834943000000,287.7567830096890000000000000,0.0727357550310664000000000,,,,2,1,0.17,0,Splash,0.05,0.09,0.29,0.09,0.48
Intact Sheet,Intact Sheet,3.80,0.25,0.01,0.00,29,27.80,N,N,N,N,Stuck,,33.40,161,1,0.00,0.01,0.54,0.23,0.22,0.54,"1,000.50",64,0.96,"14,459.32","7,363.05","7,299.05",13235.9781072938000000000000000,13006.8826652938000000000000000,225.9268421289320000000000000,6.9479166666666700000000000,0.0173697916666667000000000,0.0000000029321725015792800,5.2216591730298400000000000,2.8785607196401800000000000,,,,1,0,0.02,0,Broken or Intact Sheet,0.11,0.18,0.37,0.08,0.27
Intact Sheet,Intact Sheet,3.80,0.25,0.01,0.00,29,27.30,N,N,N,N,Stuck,,32.80,162,2,0.00,0.03,0.76,0.12,0.08,0.76,"1,000.50",64,0.96,"14,459.32","2,497.02","2,433.02",1522.2409990326500000000000000,1445.2091850326500000000000000,225.9268421289320000000000000,6.9479166666666700000000000,0.1563281250000000000000000,0.0000000764862549275221000,15.6649775190895000000000000,0.9595202398800600000000000,,,,1,0,0.01,0,Broken or Intact Sheet,0.10,0.16,0.36,0.08,0.30
